id,indicator_code,spatial_dim_type,spatial_dim,time_dim_type,parent_location_code,parent_location,time_dim,numeric_value,low,high,date,time_dimension_value,time_dimension_begin,time_dimension_end
5395872,MDG_0000000026,COUNTRY,SVK,YEAR,EUR,Europe,2007,6.421853928,4.863213509,8.390841206,2025-04-07 06:46:44.380000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
5395976,MDG_0000000026,COUNTRY,COD,YEAR,AFR,Africa,2011,589.2709777,451.9367663,791.0053145,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
3993,MDG_0000000026,COUNTRY,CPV,YEAR,AFR,Africa,2009,62.24380697,41.63392897,89.71257166,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
4791,MDG_0000000026,COUNTRY,HUN,YEAR,EUR,Europe,1992,23.58029147,19.82089288,28.11262983,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
6015,MDG_0000000026,COUNTRY,CYP,YEAR,EUR,Europe,1993,14.68275893,9.094647517,23.54991573,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
6600,MDG_0000000026,COUNTRY,PRK,YEAR,SEAR,South-East Asia,1992,36.88365459,24.11961848,58.099897,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
7118,MDG_0000000026,COUNTRY,ISL,YEAR,EUR,Europe,2005,5.092579658,2.887050121,7.868259327,2025-04-07 06:46:44.380000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
7436,MDG_0000000026,COUNTRY,NLD,YEAR,EUR,Europe,1995,12.33192423,11.07072035,13.57434099,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
7541,MDG_0000000026,COUNTRY,DNK,YEAR,EUR,Europe,2023,3.665751498,2.673097998,4.746442268,2025-04-07 06:46:44.380000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
8954,MDG_0000000026,COUNTRY,CIV,YEAR,AFR,Africa,1998,379.6383265,304.5705795,477.8939141,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
10199,MDG_0000000026,COUNTRY,NLD,YEAR,EUR,Europe,2006,9.015369264,8.166980257,9.960520051,2025-04-07 06:46:44.380000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
11605,MDG_0000000026,COUNTRY,DMA,YEAR,AMR,Americas,2005,53.83392907,36.87055014,75.18272193,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
12567,MDG_0000000026,COUNTRY,MDG,YEAR,AFR,Africa,2011,491.5464069,394.8867883,609.2493891,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
14503,MDG_0000000026,COUNTRY,UKR,YEAR,EUR,Europe,2020,17.97056898,12.82968259,25.89454371,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
15753,MDG_0000000026,COUNTRY,CAN,YEAR,AMR,Americas,2010,11.38250298,9.465779226,13.75223327,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
16529,MDG_0000000026,COUNTRY,HND,YEAR,AMR,Americas,1995,108.9855437,100.4114213,116.9720352,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
16827,MDG_0000000026,COUNTRY,HTI,YEAR,AMR,Americas,1989,899.6303606,633.9117481,1253.771826,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
17054,MDG_0000000026,COUNTRY,BLR,YEAR,EUR,Europe,2023,1.095984376,0.620868843,1.884086657,2025-04-07 06:46:44.380000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
19412,MDG_0000000026,COUNTRY,BRB,YEAR,AMR,Americas,1987,56.80339417,41.96336351,77.37211149,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
20194,MDG_0000000026,COUNTRY,LAO,YEAR,WPR,Western Pacific,2007,401.926919,312.1269131,527.9368075,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
23132,MDG_0000000026,COUNTRY,UZB,YEAR,EUR,Europe,2020,28.69185173,21.51255809,39.04656564,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
24383,MDG_0000000026,COUNTRY,BLR,YEAR,EUR,Europe,2014,1.634857177,1.278512689,2.091028851,2025-04-07 06:46:44.380000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
24495,MDG_0000000026,COUNTRY,CHN,YEAR,WPR,Western Pacific,1995,71.0436175,57.95239747,88.37229585,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
24609,MDG_0000000026,COUNTRY,ISR,YEAR,EUR,Europe,1990,28.54714904,21.97314786,37.44953834,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
24851,MDG_0000000026,COUNTRY,LAO,YEAR,WPR,Western Pacific,1987,930.4416338,645.0584399,1313.561442,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
24952,MDG_0000000026,COUNTRY,PNG,YEAR,WPR,Western Pacific,2013,243.2143627,171.919976,352.2881247,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
33364,MDG_0000000026,COUNTRY,MUS,YEAR,AFR,Africa,2005,43.28130984,34.05020129,53.9941907,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
34773,MDG_0000000026,COUNTRY,BFA,YEAR,AFR,Africa,2014,344.1514555,249.6127343,465.5970396,2025-04-10 15:44:11.957000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
37361,MDG_0000000026,COUNTRY,CYP,YEAR,EUR,Europe,1987,17.07525998,9.659499774,28.61487624,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
38366,MDG_0000000026,COUNTRY,BLR,YEAR,EUR,Europe,2004,11.57721233,9.960283771,13.38349932,2025-04-10 15:44:11.957000+02:00,2004,2004-01-01 00:00:00+01:00,2004-12-31 00:00:00+01:00
40523,MDG_0000000026,COUNTRY,MUS,YEAR,AFR,Africa,1991,74.79479323,62.29092319,90.35837384,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
43245,MDG_0000000026,COUNTRY,CPV,YEAR,AFR,Africa,2018,42.75494831,26.11549203,66.71651909,2025-04-10 15:44:11.957000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
43580,MDG_0000000026,COUNTRY,TUV,YEAR,WPR,Western Pacific,2011,168.5034316,84.78185286,357.579765,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
44813,MDG_0000000026,COUNTRY,CIV,YEAR,AFR,Africa,1986,734.6206073,551.1926544,992.6044025,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
45701,MDG_0000000026,COUNTRY,TGO,YEAR,AFR,Africa,2022,362.2930338,219.1219555,550.7448835,2025-04-10 15:44:11.957000+02:00,2022,2022-01-01 00:00:00+01:00,2022-12-31 00:00:00+01:00
46816,MDG_0000000026,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,2008,3.14776497,2.161525285,4.514707435,2025-04-07 06:46:44.380000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
48656,MDG_0000000026,COUNTRY,IDN,YEAR,SEAR,South-East Asia,2001,300.1962727,244.7059074,371.0172932,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
48928,MDG_0000000026,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,2022,71.22582178,47.5108029,105.5152903,2025-04-10 15:44:11.957000+02:00,2022,2022-01-01 00:00:00+01:00,2022-12-31 00:00:00+01:00
49418,MDG_0000000026,COUNTRY,DMA,YEAR,AMR,Americas,1996,71.28172306,51.34180941,97.33884806,2025-04-10 15:44:11.957000+02:00,1996,1996-01-01 00:00:00+01:00,1996-12-31 00:00:00+01:00
52516,MDG_0000000026,COUNTRY,COD,YEAR,AFR,Africa,1988,823.8063861,528.3711483,1166.123476,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
52813,MDG_0000000026,COUNTRY,JPN,YEAR,WPR,Western Pacific,2017,4.761009386,3.932993932,5.756362244,2025-04-07 06:46:44.380000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
53318,MDG_0000000026,COUNTRY,AUS,YEAR,WPR,Western Pacific,1996,8.042411402,7.27978139,8.974738825,2025-04-07 06:46:44.380000+02:00,1996,1996-01-01 00:00:00+01:00,1996-12-31 00:00:00+01:00
53404,MDG_0000000026,COUNTRY,ZWE,YEAR,AFR,Africa,2011,564.0207336,471.0737377,675.3208467,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
53833,MDG_0000000026,COUNTRY,FSM,YEAR,WPR,Western Pacific,2017,170.5746263,76.40057792,374.456372,2025-04-10 15:44:11.957000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
54096,MDG_0000000026,COUNTRY,KAZ,YEAR,EUR,Europe,2006,34.81531813,31.67665196,38.48094657,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
58348,MDG_0000000026,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,2014,6.122829389,4.303384622,8.692647281,2025-04-07 06:46:44.380000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
58613,MDG_0000000026,COUNTRY,LTU,YEAR,EUR,Europe,2000,15.92909774,12.60488313,19.83299146,2025-04-10 15:44:11.957000+02:00,2000,2000-01-01 00:00:00+01:00,2000-12-31 00:00:00+01:00
60273,MDG_0000000026,COUNTRY,LSO,YEAR,AFR,Africa,2021,576.8877271,374.3696993,838.974391,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
61988,MDG_0000000026,COUNTRY,FRA,YEAR,EUR,Europe,1989,18.6287572,14.92759713,22.85633318,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
64448,MDG_0000000026,COUNTRY,POL,YEAR,EUR,Europe,2014,1.956841402,1.523198563,2.515761072,2025-04-07 06:46:44.380000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
68457,MDG_0000000026,COUNTRY,DOM,YEAR,AMR,Americas,2010,91.65964161,87.23715295,96.4322834,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
68752,MDG_0000000026,COUNTRY,TUR,YEAR,EUR,Europe,1995,36.84059852,25.5275502,48.27182098,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
69030,MDG_0000000026,COUNTRY,ESP,YEAR,EUR,Europe,2010,4.02566762,3.470367945,4.689076676,2025-04-07 06:46:44.380000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
69385,MDG_0000000026,COUNTRY,KNA,YEAR,AMR,Americas,2012,88.07637273,53.41189358,129.6755109,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
70227,MDG_0000000026,COUNTRY,CIV,YEAR,AFR,Africa,2010,591.6328015,448.9217548,794.7601748,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
70302,MDG_0000000026,COUNTRY,MHL,YEAR,WPR,Western Pacific,2006,232.7603436,121.2453319,435.0583522,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
72110,MDG_0000000026,COUNTRY,KHM,YEAR,WPR,Western Pacific,2010,234.1225532,185.603195,297.9817056,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
76092,MDG_0000000026,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,2001,28.56343482,20.34049689,40.13283404,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
77681,MDG_0000000026,COUNTRY,CRI,YEAR,AMR,Americas,2023,24.11979648,19.38098054,27.93450574,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
78412,MDG_0000000026,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,1986,803.620603,469.3947892,1370.005979,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
79282,MDG_0000000026,COUNTRY,CHE,YEAR,EUR,Europe,2010,7.436660549,6.09846687,9.046984997,2025-04-07 06:46:44.380000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
81639,MDG_0000000026,COUNTRY,MRT,YEAR,AFR,Africa,2006,520.8810799,410.4627179,675.7609158,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
82282,MDG_0000000026,COUNTRY,BDI,YEAR,AFR,Africa,2011,597.0471545,466.7759292,763.4935374,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
82499,MDG_0000000026,COUNTRY,TON,YEAR,WPR,Western Pacific,2012,82.7103261,40.38021116,176.4635887,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
92363,MDG_0000000026,COUNTRY,POL,YEAR,EUR,Europe,2010,2.611965098,2.102431686,3.248238673,2025-04-07 06:46:44.380000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
93576,MDG_0000000026,COUNTRY,HTI,YEAR,AMR,Americas,2005,355.0723614,278.3371247,458.0511246,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
94479,MDG_0000000026,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,2019,7.478868216,5.407334736,10.5776993,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
99312,MDG_0000000026,COUNTRY,UGA,YEAR,AFR,Africa,1990,575.1730798,443.0608778,729.1447632,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
101412,MDG_0000000026,COUNTRY,CHL,YEAR,AMR,Americas,2021,14.38931307,11.97154565,16.94383185,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
101754,MDG_0000000026,COUNTRY,MDA,YEAR,EUR,Europe,2016,20.60341734,16.95279232,25.00906332,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
102405,MDG_0000000026,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,2019,17.69429976,13.50769955,22.78794482,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
103743,MDG_0000000026,COUNTRY,ATG,YEAR,AMR,Americas,1993,39.78529714,28.55968398,56.0343501,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
105585,MDG_0000000026,COUNTRY,AZE,YEAR,EUR,Europe,1993,54.22772558,45.93538948,63.39005467,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
106450,MDG_0000000026,COUNTRY,NGA,YEAR,AFR,Africa,2018,1118.378697,865.9360837,1528.489893,2025-04-10 15:44:11.957000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
108799,MDG_0000000026,COUNTRY,MCO,YEAR,EUR,Europe,1990,15.64673478,9.358588577,25.44702583,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
112360,MDG_0000000026,COUNTRY,KIR,YEAR,WPR,Western Pacific,2010,101.8585112,49.8254911,170.6281122,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
114515,MDG_0000000026,COUNTRY,PNG,YEAR,WPR,Western Pacific,2019,199.0579085,130.9656438,306.8102246,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
116184,MDG_0000000026,COUNTRY,GMB,YEAR,AFR,Africa,2016,489.510535,378.2990984,630.1206884,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
116412,MDG_0000000026,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,2021,50.79510391,24.59256091,99.87853331,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
117358,MDG_0000000026,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,2019,194.0045463,98.9566757,393.0137849,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
117648,MDG_0000000026,COUNTRY,MLT,YEAR,EUR,Europe,2018,8.937725598,4.648788763,14.71999087,2025-04-10 15:44:11.957000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
119073,MDG_0000000026,COUNTRY,BLR,YEAR,EUR,Europe,1992,31.73709795,28.38429641,35.26090228,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
120342,MDG_0000000026,COUNTRY,COG,YEAR,AFR,Africa,2009,414.184664,309.0102721,555.2715606,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
121799,MDG_0000000026,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,1986,92.86945054,59.54432724,124.2840511,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
123002,MDG_0000000026,COUNTRY,COD,YEAR,AFR,Africa,2006,618.8113974,482.5174871,789.5257907,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
125806,MDG_0000000026,COUNTRY,GUY,YEAR,AMR,Americas,2020,108.5603897,87.3065114,142.9539501,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
127700,MDG_0000000026,COUNTRY,BEL,YEAR,EUR,Europe,1995,8.948057556,7.582764374,10.62832685,2025-04-07 06:46:44.380000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
128051,MDG_0000000026,COUNTRY,URY,YEAR,AMR,Americas,1998,25.26366253,22.53435658,28.32288191,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
131112,MDG_0000000026,COUNTRY,BLR,YEAR,EUR,Europe,2016,1.301428393,0.968155909,1.766717276,2025-04-07 06:46:44.380000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
132355,MDG_0000000026,COUNTRY,GNB,YEAR,AFR,Africa,1988,1758.539222,1127.971084,2436.123765,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
132669,MDG_0000000026,COUNTRY,ETH,YEAR,AFR,Africa,2009,649.0879492,522.3570552,816.366595,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
134793,MDG_0000000026,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,2010,7.619133118,5.422357577,10.56954291,2025-04-07 06:46:44.380000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
134864,MDG_0000000026,COUNTRY,FSM,YEAR,WPR,Western Pacific,2018,163.4610167,73.123174,363.0014836,2025-04-10 15:44:11.957000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
135345,MDG_0000000026,COUNTRY,NZL,YEAR,WPR,Western Pacific,1997,12.75727547,10.63865632,14.68524817,2025-04-10 15:44:11.957000+02:00,1997,1997-01-01 00:00:00+01:00,1997-12-31 00:00:00+01:00
136700,MDG_0000000026,COUNTRY,USA,YEAR,AMR,Americas,2011,15.34365228,14.89791699,15.82855754,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
137987,MDG_0000000026,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,1986,937.6481594,629.1316878,1382.126955,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
137989,MDG_0000000026,COUNTRY,PAN,YEAR,AMR,Americas,2008,55.12234641,51.78615897,58.85192558,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
138338,MDG_0000000026,COUNTRY,BFA,YEAR,AFR,Africa,2006,463.2382991,369.9538624,585.9278943,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
140010,MDG_0000000026,COUNTRY,LBR,YEAR,AFR,Africa,2001,720.040587,570.3389042,911.3399709,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
141240,MDG_0000000026,COUNTRY,BGR,YEAR,EUR,Europe,1985,25.6359497,19.53009995,34.32327641,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
141592,MDG_0000000026,COUNTRY,GAB,YEAR,AFR,Africa,1998,258.1002277,186.8544499,351.3186101,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
142130,MDG_0000000026,COUNTRY,KIR,YEAR,WPR,Western Pacific,2008,100.366032,51.73845668,165.4597346,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
142234,MDG_0000000026,COUNTRY,TTO,YEAR,AMR,Americas,1997,81.96013071,69.87422753,94.88654391,2025-04-10 15:44:11.957000+02:00,1997,1997-01-01 00:00:00+01:00,1997-12-31 00:00:00+01:00
142575,MDG_0000000026,COUNTRY,MLT,YEAR,EUR,Europe,1988,17.09929183,12.17618854,23.44063189,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
142884,MDG_0000000026,COUNTRY,BGR,YEAR,EUR,Europe,1988,25.56277079,20.82139057,31.58159915,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
145035,MDG_0000000026,COUNTRY,MLT,YEAR,EUR,Europe,1989,17.18843481,12.41342456,23.49300426,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
146449,MDG_0000000026,COUNTRY,TJK,YEAR,EUR,Europe,1998,71.73863398,58.89179659,88.18523258,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
146521,MDG_0000000026,COUNTRY,GTM,YEAR,AMR,Americas,2013,111.2299675,107.5679662,114.9588524,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
147675,MDG_0000000026,COUNTRY,CYP,YEAR,EUR,Europe,2007,9.59252463,6.322934655,14.10142937,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
150104,MDG_0000000026,COUNTRY,MDV,YEAR,SEAR,South-East Asia,1994,222.3212315,153.1425074,303.2382608,2025-04-10 15:44:11.957000+02:00,1994,1994-01-01 00:00:00+01:00,1994-12-31 00:00:00+01:00
151735,MDG_0000000026,COUNTRY,CZE,YEAR,EUR,Europe,2004,5.122554791,4.077506758,6.393827681,2025-04-07 06:46:44.380000+02:00,2004,2004-01-01 00:00:00+01:00,2004-12-31 00:00:00+01:00
153214,MDG_0000000026,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,1990,724.5514819,436.7467189,1214.825126,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
153827,MDG_0000000026,COUNTRY,IRL,YEAR,EUR,Europe,1986,10.89186186,8.579972959,15.84404251,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
154041,MDG_0000000026,COUNTRY,KAZ,YEAR,EUR,Europe,2007,31.79221035,28.87321893,35.07907996,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
154385,MDG_0000000026,COUNTRY,FRA,YEAR,EUR,Europe,1993,16.48786918,13.91513556,19.44938199,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
158768,MDG_0000000026,COUNTRY,ZAF,YEAR,AFR,Africa,2004,258.8787733,234.8678923,288.6481847,2025-04-10 15:44:11.957000+02:00,2004,2004-01-01 00:00:00+01:00,2004-12-31 00:00:00+01:00
158900,MDG_0000000026,COUNTRY,PRK,YEAR,SEAR,South-East Asia,1991,38.20106287,24.91245141,59.67898737,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
160224,MDG_0000000026,COUNTRY,TUR,YEAR,EUR,Europe,2006,25.76190801,21.45904178,30.32261654,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
160809,MDG_0000000026,COUNTRY,SWZ,YEAR,AFR,Africa,2011,765.0727072,472.7885626,1231.418649,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
161094,MDG_0000000026,COUNTRY,MLI,YEAR,AFR,Africa,2013,525.218631,429.1798894,640.2590363,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
