id,indicator_code,spatial_dim_type,spatial_dim,time_dim_type,parent_location_code,parent_location,time_dim,numeric_value,low,high,date,time_dimension_value,time_dimension_begin,time_dimension_end
5392464,MDG_0000000026,COUNTRY,PHL,YEAR,WPR,Western Pacific,1985,204.4916556,155.5289263,266.3318945,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
5392926,MDG_0000000026,COUNTRY,TGO,YEAR,AFR,Africa,1994,687.8395041,535.4343179,892.0476339,2025-04-10 15:44:11.957000+02:00,1994,1994-01-01 00:00:00+01:00,1994-12-31 00:00:00+01:00
5394462,MDG_0000000026,COUNTRY,NER,YEAR,AFR,Africa,1988,1039.699251,813.2734826,1309.807189,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
5395395,MDG_0000000026,COUNTRY,PRY,YEAR,AMR,Americas,2009,152.0733696,133.4995481,173.3341514,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
5398153,MDG_0000000026,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,2006,50.84527151,39.73052542,66.07733835,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
5399314,MDG_0000000026,COUNTRY,SLB,YEAR,WPR,Western Pacific,1993,172.5124192,112.512269,264.6028057,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
5400107,MDG_0000000026,COUNTRY,AZE,YEAR,EUR,Europe,2013,23.86968697,17.43650994,34.08687207,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
5401848,MDG_0000000026,COUNTRY,UGA,YEAR,AFR,Africa,1998,523.2338462,416.6667621,638.8038425,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
5403629,MDG_0000000026,COUNTRY,COM,YEAR,AFR,Africa,1988,790.5780124,522.1776074,1195.099464,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
5403984,MDG_0000000026,COUNTRY,NPL,YEAR,SEAR,South-East Asia,2013,258.4193761,196.5840638,355.2387526,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
5409604,MDG_0000000026,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,2018,21.18335921,12.07985926,36.44469817,2025-04-10 15:44:11.957000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
5411522,MDG_0000000026,COUNTRY,DNK,YEAR,EUR,Europe,1993,11.82926632,10.4591126,13.58361687,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
5413356,MDG_0000000026,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,2023,520.5022864,338.561205,942.0471137,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
5415825,MDG_0000000026,COUNTRY,IRL,YEAR,EUR,Europe,1995,9.004878232,7.344682547,11.36752309,2025-04-07 06:46:44.380000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
5415899,MDG_0000000026,COUNTRY,UKR,YEAR,EUR,Europe,1999,33.72524252,28.17008592,39.90299171,2025-04-10 15:44:11.957000+02:00,1999,1999-01-01 00:00:00+01:00,1999-12-31 00:00:00+01:00
5417409,MDG_0000000026,COUNTRY,KOR,YEAR,WPR,Western Pacific,2008,9.208178768,8.594448011,9.82561134,2025-04-07 06:46:44.380000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
5418233,MDG_0000000026,COUNTRY,SYC,YEAR,AFR,Africa,1989,60.76457232,43.47566464,85.80766233,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
5418272,MDG_0000000026,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,2001,40.24383637,32.81481095,51.08063618,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
5418882,MDG_0000000026,COUNTRY,SVN,YEAR,EUR,Europe,2007,6.368339745,5.218990548,7.810672888,2025-04-07 06:46:44.380000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
5419025,MDG_0000000026,COUNTRY,SYC,YEAR,AFR,Africa,1991,54.43397376,38.8876085,76.09915665,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
5419241,MDG_0000000026,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,1987,36.55216191,25.1013427,51.12854492,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
5419276,MDG_0000000026,COUNTRY,BRA,YEAR,AMR,Americas,2022,103.9680914,77.14265264,147.8717136,2025-04-10 15:44:11.957000+02:00,2022,2022-01-01 00:00:00+01:00,2022-12-31 00:00:00+01:00
5419411,MDG_0000000026,COUNTRY,SGP,YEAR,WPR,Western Pacific,2014,8.763723281,6.362864913,12.76986712,2025-04-10 15:44:11.957000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
5420516,MDG_0000000026,COUNTRY,WSM,YEAR,WPR,Western Pacific,2016,107.7389286,51.4081305,232.8734282,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
5421545,MDG_0000000026,COUNTRY,CHE,YEAR,EUR,Europe,1987,13.94172705,10.28033869,22.43102651,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
5421790,MDG_0000000026,COUNTRY,MOZ,YEAR,AFR,Africa,1985,1411.718528,1000.817435,1993.835093,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
5422846,MDG_0000000026,COUNTRY,KGZ,YEAR,EUR,Europe,1991,71.22919676,60.99436157,82.19955092,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
5423784,MDG_0000000026,COUNTRY,MCO,YEAR,EUR,Europe,1993,10.08481435,5.98232018,16.73200671,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
5424131,MDG_0000000026,COUNTRY,EST,YEAR,EUR,Europe,1987,42.06170231,33.26477632,54.0735727,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
5424216,MDG_0000000026,COUNTRY,NAM,YEAR,AFR,Africa,1992,345.8263894,269.8680618,432.6345473,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
5426350,MDG_0000000026,COUNTRY,NLD,YEAR,EUR,Europe,2017,5.01078425,3.986908601,6.101843688,2025-04-07 06:46:44.380000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
5427525,MDG_0000000026,COUNTRY,SLV,YEAR,AMR,Americas,1988,173.2454564,118.1506132,248.9702417,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
5431153,MDG_0000000026,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,2009,28.36872618,23.48479576,33.93018993,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
5431887,MDG_0000000026,COUNTRY,TZA,YEAR,AFR,Africa,2008,510.5330012,418.5421196,630.3796303,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
5432928,MDG_0000000026,COUNTRY,UKR,YEAR,EUR,Europe,2008,26.06416093,22.28284007,30.75048861,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
5435759,MDG_0000000026,COUNTRY,TGO,YEAR,AFR,Africa,2003,431.0861765,328.4177049,564.2215394,2025-04-10 15:44:11.957000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
5436478,MDG_0000000026,COUNTRY,SWZ,YEAR,AFR,Africa,2007,646.8141573,425.5817182,972.5633403,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
5437299,MDG_0000000026,COUNTRY,PAN,YEAR,AMR,Americas,2010,55.56430784,52.04179994,59.92148951,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
5438648,MDG_0000000026,COUNTRY,KNA,YEAR,AMR,Americas,2015,76.39768971,43.33323289,115.4976288,2025-04-10 15:44:11.957000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
5438831,MDG_0000000026,COUNTRY,COL,YEAR,AMR,Americas,2016,68.821241,61.39512709,77.36602344,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
5439169,MDG_0000000026,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,2014,134.1210469,90.23245477,211.4635529,2025-04-10 15:44:11.957000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
5441499,MDG_0000000026,COUNTRY,KEN,YEAR,AFR,Africa,1993,531.9990091,424.1444535,662.6385065,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
5443553,MDG_0000000026,COUNTRY,BFA,YEAR,AFR,Africa,2021,354.0519257,259.0065247,515.511057,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
5447562,MDG_0000000026,COUNTRY,PRK,YEAR,SEAR,South-East Asia,2011,76.34465196,46.25498915,125.5375558,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
5448147,MDG_0000000026,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,1998,19.66106347,16.40192237,23.47543288,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
5448569,MDG_0000000026,COUNTRY,MWI,YEAR,AFR,Africa,1995,782.0047226,630.3674334,965.225757,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
5449374,MDG_0000000026,COUNTRY,PLW,YEAR,WPR,Western Pacific,1990,100.2974162,59.31482439,165.2532229,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
5451505,MDG_0000000026,COUNTRY,IDN,YEAR,SEAR,South-East Asia,1994,332.5226947,272.0525377,407.6443642,2025-04-10 15:44:11.957000+02:00,1994,1994-01-01 00:00:00+01:00,1994-12-31 00:00:00+01:00
5453397,MDG_0000000026,COUNTRY,LSO,YEAR,AFR,Africa,2013,854.9235672,624.7412401,1125.793584,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
5453934,MDG_0000000026,COUNTRY,KIR,YEAR,WPR,Western Pacific,1999,121.3915121,76.42648694,177.3611054,2025-04-10 15:44:11.957000+02:00,1999,1999-01-01 00:00:00+01:00,1999-12-31 00:00:00+01:00
5454391,MDG_0000000026,COUNTRY,COG,YEAR,AFR,Africa,2021,301.3650767,181.2825927,552.2896789,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
5456307,MDG_0000000026,COUNTRY,GRD,YEAR,AMR,Americas,2010,43.01116431,29.29952153,60.68930309,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
5456866,MDG_0000000026,COUNTRY,BDI,YEAR,AFR,Africa,2001,798.8616264,604.6522457,1078.693459,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
5459233,MDG_0000000026,COUNTRY,SYC,YEAR,AFR,Africa,2013,48.25365734,33.43891199,68.242003,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
5460938,MDG_0000000026,COUNTRY,PRK,YEAR,SEAR,South-East Asia,2006,79.78107553,49.2059471,131.6043602,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
5461432,MDG_0000000026,COUNTRY,COG,YEAR,AFR,Africa,2000,509.496747,378.8360821,676.1888524,2025-04-10 15:44:11.957000+02:00,2000,2000-01-01 00:00:00+01:00,2000-12-31 00:00:00+01:00
5462679,MDG_0000000026,COUNTRY,EST,YEAR,EUR,Europe,2015,6.396882591,4.065835088,9.810097171,2025-04-07 06:46:44.380000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
5462818,MDG_0000000026,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,2001,60.22732572,42.96419989,87.36718472,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
5464683,MDG_0000000026,COUNTRY,SWZ,YEAR,AFR,Africa,1990,520.3062624,334.9313015,786.4305248,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
5467366,MDG_0000000026,COUNTRY,DNK,YEAR,EUR,Europe,1992,12.02795424,10.62727382,13.73279887,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
5467399,MDG_0000000026,COUNTRY,MWI,YEAR,AFR,Africa,1994,912.4024636,729.4694636,1132.189907,2025-04-10 15:44:11.957000+02:00,1994,1994-01-01 00:00:00+01:00,1994-12-31 00:00:00+01:00
5468364,MDG_0000000026,COUNTRY,SWZ,YEAR,AFR,Africa,1996,604.1302671,400.5311388,900.3813743,2025-04-10 15:44:11.957000+02:00,1996,1996-01-01 00:00:00+01:00,1996-12-31 00:00:00+01:00
5469294,MDG_0000000026,COUNTRY,BLR,YEAR,EUR,Europe,2011,2.457599184,1.97704716,3.04332797,2025-04-07 06:46:44.380000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
5469640,MDG_0000000026,COUNTRY,HRV,YEAR,EUR,Europe,1992,9.831211716,8.120038236,12.0969928,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
5470837,MDG_0000000026,COUNTRY,SLB,YEAR,WPR,Western Pacific,2023,122.5894882,64.75694791,230.8806414,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
5473076,MDG_0000000026,COUNTRY,NER,YEAR,AFR,Africa,2007,704.3361776,562.5718258,890.7440796,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
5474051,MDG_0000000026,COUNTRY,MNG,YEAR,WPR,Western Pacific,2019,44.81787399,33.70451648,58.58076051,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
5475606,MDG_0000000026,COUNTRY,DZA,YEAR,AFR,Africa,2005,86.94945789,63.38823469,121.9123649,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
5475901,MDG_0000000026,COUNTRY,BRA,YEAR,AMR,Americas,2016,63.64146211,62.25212097,65.02056569,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
5476705,MDG_0000000026,COUNTRY,MDG,YEAR,AFR,Africa,2020,447.3924142,349.5748293,606.6541975,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
5477585,MDG_0000000026,COUNTRY,BTN,YEAR,SEAR,South-East Asia,2021,49.92042242,32.9961897,74.92897092,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
5478938,MDG_0000000026,COUNTRY,NZL,YEAR,WPR,Western Pacific,1998,11.84433431,9.840827737,13.63738057,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
5486878,MDG_0000000026,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,1995,73.27142185,56.17392017,98.05777505,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
5487168,MDG_0000000026,COUNTRY,BEN,YEAR,AFR,Africa,2017,591.6453425,469.7516289,774.3724127,2025-04-10 15:44:11.957000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
5488174,MDG_0000000026,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,2010,8.785147565,6.949180465,11.11420217,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
5489134,MDG_0000000026,COUNTRY,RUS,YEAR,EUR,Europe,1989,61.07350167,51.36978975,72.90502533,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
5490228,MDG_0000000026,COUNTRY,SYC,YEAR,AFR,Africa,1993,48.50409129,34.63315882,67.63498899,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
5493757,MDG_0000000026,COUNTRY,BRN,YEAR,WPR,Western Pacific,2020,38.51055345,26.49044239,54.69265876,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
5493837,MDG_0000000026,COUNTRY,SYC,YEAR,AFR,Africa,1996,38.68126498,27.40241778,53.79803892,2025-04-10 15:44:11.957000+02:00,1996,1996-01-01 00:00:00+01:00,1996-12-31 00:00:00+01:00
5494104,MDG_0000000026,COUNTRY,FRA,YEAR,EUR,Europe,2019,8.363642363,7.39007807,9.433505255,2025-04-07 06:46:44.380000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
5494481,MDG_0000000026,COUNTRY,TUV,YEAR,WPR,Western Pacific,1989,296.0413785,176.9381806,490.5925925,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
5494482,MDG_0000000026,COUNTRY,SVK,YEAR,EUR,Europe,2012,4.868977757,3.54450069,6.48542833,2025-04-07 06:46:44.380000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
5494490,MDG_0000000026,COUNTRY,ETH,YEAR,AFR,Africa,2012,545.375131,426.4332661,718.1206234,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
5494546,MDG_0000000026,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,2000,501.0375531,287.6334359,914.4285096,2025-04-10 15:44:11.957000+02:00,2000,2000-01-01 00:00:00+01:00,2000-12-31 00:00:00+01:00
5495214,MDG_0000000026,COUNTRY,CHE,YEAR,EUR,Europe,2016,6.665261399,5.333806523,8.62274807,2025-04-07 06:46:44.380000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
5496710,MDG_0000000026,COUNTRY,CAF,YEAR,AFR,Africa,1985,795.5716486,554.2298107,1141.020385,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
5497921,MDG_0000000026,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,2023,562.5848149,243.9389822,1088.548546,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
5498159,MDG_0000000026,COUNTRY,TJK,YEAR,EUR,Europe,1987,90.63543327,73.29235527,115.9200546,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
5498624,MDG_0000000026,COUNTRY,ITA,YEAR,EUR,Europe,2002,9.695995509,8.229078102,11.32591827,2025-04-10 15:44:11.957000+02:00,2002,2002-01-01 00:00:00+01:00,2002-12-31 00:00:00+01:00
5499758,MDG_0000000026,COUNTRY,DOM,YEAR,AMR,Americas,1985,249.4151563,138.0299571,440.5801561,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
5499995,MDG_0000000026,COUNTRY,TLS,YEAR,SEAR,South-East Asia,2022,234.9521837,173.8069886,341.8535629,2025-04-10 15:44:11.957000+02:00,2022,2022-01-01 00:00:00+01:00,2022-12-31 00:00:00+01:00
5502931,MDG_0000000026,COUNTRY,MHL,YEAR,WPR,Western Pacific,1991,296.6595214,179.235426,481.6074417,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
5503052,MDG_0000000026,COUNTRY,NRU,YEAR,WPR,Western Pacific,2005,327.6479454,173.2703967,638.7282329,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
5507242,MDG_0000000026,COUNTRY,CMR,YEAR,AFR,Africa,2006,615.2239173,502.5487501,745.1362297,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
5508901,MDG_0000000026,COUNTRY,ERI,YEAR,AFR,Africa,1990,1351.64441,1014.415642,1790.784145,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
5509092,MDG_0000000026,COUNTRY,GIN,YEAR,AFR,Africa,1985,1247.696005,853.3869057,1714.688172,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
5509747,MDG_0000000026,COUNTRY,JPN,YEAR,WPR,Western Pacific,2015,5.035295697,4.207550773,5.981520418,2025-04-07 06:46:44.380000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
5510574,MDG_0000000026,COUNTRY,WSM,YEAR,WPR,Western Pacific,2019,110.5104644,49.20491094,260.6130637,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
5510598,MDG_0000000026,COUNTRY,GRD,YEAR,AMR,Americas,2006,38.86186334,25.82783079,54.32111646,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
5510689,MDG_0000000026,COUNTRY,CIV,YEAR,AFR,Africa,2004,456.2229415,362.2154177,576.3218537,2025-04-10 15:44:11.957000+02:00,2004,2004-01-01 00:00:00+01:00,2004-12-31 00:00:00+01:00
5512484,MDG_0000000026,COUNTRY,MYS,YEAR,WPR,Western Pacific,2023,26.37990665,23.71708692,33.75616581,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
5513080,MDG_0000000026,COUNTRY,MMR,YEAR,SEAR,South-East Asia,2013,236.8683673,173.7425812,326.6339964,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
5513641,MDG_0000000026,COUNTRY,RUS,YEAR,EUR,Europe,2001,48.2052895,40.38154067,57.38192292,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
5516012,MDG_0000000026,COUNTRY,MDG,YEAR,AFR,Africa,2023,445.4290222,325.5631398,651.9497113,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
5518201,MDG_0000000026,COUNTRY,GAB,YEAR,AFR,Africa,2003,133.841085,101.0031973,182.6996782,2025-04-10 15:44:11.957000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
5518944,MDG_0000000026,COUNTRY,TTO,YEAR,AMR,Americas,2001,72.47841447,60.97688666,84.08068137,2025-04-10 15:44:11.957000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
5519435,MDG_0000000026,COUNTRY,POL,YEAR,EUR,Europe,2018,1.827041259,1.311270942,2.527951572,2025-04-07 06:46:44.380000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
5519505,MDG_0000000026,COUNTRY,WSM,YEAR,WPR,Western Pacific,2009,93.6007191,42.72540645,210.6594373,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
5521538,MDG_0000000026,COUNTRY,TUV,YEAR,WPR,Western Pacific,2010,212.8620838,107.3319419,449.3459342,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
5521799,MDG_0000000026,COUNTRY,UZB,YEAR,EUR,Europe,2002,40.59911943,33.71822865,48.83710071,2025-04-10 15:44:11.957000+02:00,2002,2002-01-01 00:00:00+01:00,2002-12-31 00:00:00+01:00
5521866,MDG_0000000026,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,1992,1443.339968,928.7844685,2042.49798,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
5522031,MDG_0000000026,COUNTRY,DOM,YEAR,AMR,Americas,1988,221.435613,138.7473356,345.9727596,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
5523956,MDG_0000000026,COUNTRY,PAN,YEAR,AMR,Americas,2007,55.40563727,51.98065799,59.03187357,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
5524241,MDG_0000000026,COUNTRY,CPV,YEAR,AFR,Africa,2013,49.84193902,32.26331626,73.72302816,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
5525754,MDG_0000000026,COUNTRY,CHN,YEAR,WPR,Western Pacific,2010,33.65973173,28.29000493,39.43966036,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
5526060,MDG_0000000026,COUNTRY,SLB,YEAR,WPR,Western Pacific,2019,135.0444588,74.40779216,243.6898441,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
5527206,MDG_0000000026,COUNTRY,CAN,YEAR,AMR,Americas,1989,7.59158518,6.80369352,8.430191022,2025-04-07 06:46:44.380000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
5527723,MDG_0000000026,COUNTRY,GRC,YEAR,EUR,Europe,1987,8.563560808,6.645218089,11.3153908,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
5529862,MDG_0000000026,COUNTRY,MDV,YEAR,SEAR,South-East Asia,1995,191.2966627,133.1453223,259.1841244,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
